client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_group,client_ref,total_properties_bought,total_investment_value,avg_property_value,max_property_value,avg_floor_area,latest_purchase_date,Apartment,Office,purchase_recency_days,multi_property_buyer_flag,cluster,hierarchical_cluster,buyer_segment
C0129,Individual,Warren,Pugh,,M,USA,Arizona,Investment,5,No,Website,56.0,46-60,C0129,4,1748372.75,437093.1875,584468.16,1296.9850000000001,2025-11-01,3,1,150,1,3,0,Luxury Investors
C0130,Individual,Luis,Crane,,M,USA,Nevada,Personal Use,3,Yes,Website,56.0,46-60,C0130,4,1488042.88,372010.72,509032.38,1215.035,2025-12-01,4,0,120,1,3,0,Luxury Investors
C0131,Individual,Mohammad,Irwin,1971-12-02,M,USA,California,Personal Use,1,No,Website,55.0,46-60,C0131,5,1428058.5499999998,285611.70999999996,538931.69,928.7940000000001,2025-06-01,5,0,303,1,1,0,Global Investors
C0132,Individual,Davion,Stout,,M,USA,Nevada,Personal Use,1,Yes,Agency,56.0,46-60,C0132,4,1203775.04,300943.76,403463.16,1025.1775,2025-11-01,4,0,150,1,1,0,Global Investors
C0133,Individual,Logan,Simmons,,M,USA,California,Investment,4,No,Agency,56.0,46-60,C0133,4,1449799.93,362449.9825,457718.07,1177.4025000000001,2025-10-01,4,0,181,1,3,0,Luxury Investors
C0134,Individual,Kaylin,Villarreal,,F,Russia,Novosibirsk,Investment,3,No,Website,56.0,46-60,C0134,5,1761669.8699999999,352333.974,595167.57,1095.602,2025-12-01,5,0,120,1,0,0,First-Time Buyers
C0135,Individual,Ruben,Melton,1939-03-05,M,USA,Utah,Investment,2,No,Agency,87.0,60+,C0135,4,1221442.92,305360.73,446236.57,1043.6100000000001,2025-10-01,3,1,181,1,1,0,Global Investors
C0136,Individual,Gianni,Fritz,,M,USA,California,Personal Use,3,No,Website,56.0,46-60,C0136,5,1892554.72,378510.944,550949.39,1244.274,2025-05-01,2,3,334,1,0,0,First-Time Buyers
C0137,Individual,Emilie,Morrison,,F,USA,California,Personal Use,3,Yes,Website,56.0,46-60,C0137,4,989750.45,247437.6125,328405.23,855.0699999999999,2024-12-01,3,1,485,1,2,3,Corporate Buyers
C0138,Individual,Crystal,Wyatt,,F,USA,Oregon,Investment,3,Yes,Website,56.0,46-60,C0138,5,1367824.55,273564.91000000003,362755.75,914.412,2025-11-01,3,2,150,1,1,0,Global Investors
C0139,Individual,Annabel,Robles,,F,USA,California,Personal Use,5,Yes,Website,56.0,46-60,C0139,5,1807366.3,361473.26,448450.76,1136.694,2025-07-01,5,0,273,1,0,0,First-Time Buyers
C0140,Individual,Rachel,Cross,,F,USA,California,Personal Use,3,No,Website,56.0,46-60,C0140,5,1559561.53,311912.306,523923.26,1041.7220000000002,2025-06-01,4,1,303,1,1,0,Global Investors
C0141,Individual,Madalyn,Mercer,,F,USA,California,Personal Use,5,No,Website,56.0,46-60,C0141,5,1765019.09,353003.818,520595.39,1088.806,2025-10-01,4,1,181,1,0,0,First-Time Buyers
C0142,Individual,Michelle,Cameron,1978-06-04,F,USA,Nevada,Personal Use,3,Yes,Website,48.0,46-60,C0142,5,1673770.19,334754.038,479876.57,1149.396,2025-12-01,4,1,120,1,1,0,Global Investors
C0143,Individual,Ezra,Lozano,,M,USA,California,Personal Use,1,No,Website,56.0,46-60,C0143,8,2389960.3,298745.0375,512659.6,1008.6325,2025-10-01,7,1,181,1,0,2,First-Time Buyers
C0144,Individual,Ramiro,Oneill,,M,USA,California,Personal Use,4,No,Agency,56.0,46-60,C0144,5,1897739.74,379547.948,564424.34,1206.354,2025-04-01,5,0,364,1,0,0,First-Time Buyers
C0145,Individual,Emely,Watts,,F,USA,California,Personal Use,4,No,Website,56.0,46-60,C0145,5,1746571.55,349314.31,499388.61,1297.3200000000002,2025-05-01,4,1,334,1,3,0,Luxury Investors
C0146,Individual,Hazel,Ayers,1963-02-01,M,USA,Colorado,Personal Use,2,No,Website,63.0,60+,C0146,4,1481536.3900000001,370384.09750000003,540074.5,1242.6425,2024-05-01,4,0,699,1,2,1,Corporate Buyers
C0147,Individual,Cedric,Goodwin,,M,USA,Utah,Personal Use,4,No,Client,56.0,46-60,C0147,5,1398309.27,279661.854,509124.24,1000.47,2025-07-01,3,2,273,1,1,0,Global Investors
C0148,Individual,Dayton,Hatfield,,M,USA,Colorado,Investment,4,Yes,Agency,56.0,46-60,C0148,4,1700383.7,425095.925,597216.83,1413.5925,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0149,Individual,Piotr,Aleksandrov,1955-12-02,M,Russia,Krasnodar Krai,Investment,3,No,Agency,71.0,60+,C0149,4,1049009.0,262252.25,343513.68,906.4850000000001,2024-11-01,3,1,515,1,2,3,Corporate Buyers
C0150,Individual,Memphis,Mcconnell,,M,USA,California,Personal Use,2,Yes,Website,56.0,46-60,C0150,4,1846066.58,461516.645,543777.59,1500.95,2025-04-01,4,0,364,1,3,1,Luxury Investors
C0151,Individual,Arabella,Ferrell,,F,USA,Oregon,Personal Use,1,No,Agency,56.0,46-60,C0151,5,1589086.32,317817.264,537546.81,1123.442,2025-04-01,5,0,364,1,1,0,Global Investors
C0152,Individual,Sincere,Hansen,,F,USA,California,Investment,2,Yes,Agency,56.0,46-60,C0152,7,2539205.93,362743.7042857143,603518.77,1212.7585714285713,2025-07-01,7,0,273,1,0,2,First-Time Buyers
C0153,Individual,Lara,Carrillo,,F,USA,California,Personal Use,5,No,Website,56.0,46-60,C0153,5,1560375.26,312075.052,570549.18,944.0319999999999,2025-12-01,5,0,120,1,1,0,Global Investors
C0154,Individual,Valentina,Simpson,,F,USA,California,Personal Use,4,Yes,Agency,56.0,46-60,C0154,5,2142457.31,428491.462,669332.95,1390.49,2025-07-01,3,2,273,1,0,1,First-Time Buyers
C0155,Corporate,Kamd,Co,,M,USA,California,Investment,5,No,Agency,56.0,46-60,C0155,5,1622885.53,324577.106,512459.69,1097.394,2025-05-01,4,1,334,1,0,0,First-Time Buyers
C0156,Individual,Case,Sanchez,,F,USA,California,Personal Use,5,No,Website,56.0,46-60,C0156,4,1344903.47,336225.8675,409183.72,1102.105,2025-07-01,3,1,273,1,1,0,Global Investors
C0157,Individual,Van,Charles,,M,USA,Colorado,Personal Use,2,Yes,Client,56.0,46-60,C0157,4,1060400.03,265100.0075,431549.73,830.7675,2025-02-01,4,0,423,1,2,3,Corporate Buyers
C0158,Individual,Emmy,Singh,1979-12-03,F,USA,Virginia,Investment,3,Yes,Agency,47.0,46-60,C0158,4,1439477.66,359869.415,551363.7,1131.4975,2025-12-01,3,1,120,1,1,0,Global Investors
C0159,Individual,Colin,Campos,,M,USA,California,Personal Use,3,No,Website,56.0,46-60,C0159,4,1596507.45,399126.8625,477228.5,1336.7325,2025-09-01,4,0,211,1,3,0,Luxury Investors
C0160,Individual,Anya,Stephenson,1959-06-11,F,USA,California,Personal Use,4,No,Website,67.0,60+,C0160,5,1679716.96,335943.392,514747.26,1144.06,2025-09-01,3,2,211,1,0,0,First-Time Buyers
C0161,Individual,Parker,Poole,1951-11-10,M,USA,California,Personal Use,5,No,Website,75.0,60+,C0161,9,2534264.26,281584.91777777777,411233.36,939.4144444444444,2025-04-01,8,1,364,1,0,2,First-Time Buyers
C0162,Individual,Ivan,Bright,,M,USA,California,Personal Use,4,No,Website,56.0,46-60,C0162,4,1135363.52,283840.88,434121.6,983.24,2025-12-01,3,1,120,1,1,0,Global Investors
C0163,Individual,Larry,Turner,,M,USA,Utah,Investment,5,Yes,Agency,56.0,46-60,C0163,4,1506594.21,376648.5525,472632.31,1307.32,2025-11-01,3,1,150,1,3,0,Luxury Investors
C0164,Individual,Matthew,Nelson,,M,USA,Arizona,Personal Use,5,No,Website,56.0,46-60,C0164,4,1436152.54,359038.135,513021.02,1196.7975,2025-09-01,4,0,211,1,3,0,Luxury Investors
C0165,Individual,Mary,Hall,1956-07-11,F,USA,California,Personal Use,3,Yes,Website,70.0,60+,C0165,3,1276849.33,425616.44333333336,539711.96,1357.1933333333334,2025-02-01,3,0,423,1,3,1,Luxury Investors
C0166,Individual,Carolyn,Weaver,,F,USA,Arizona,Personal Use,4,Yes,Agency,56.0,46-60,C0166,4,1273643.37,318410.8425,602056.71,1025.3225,2025-12-01,4,0,120,1,1,0,Global Investors
C0167,Individual,Grace,Green,1955-02-02,F,UK,Scotland,Personal Use,3,Yes,Website,71.0,60+,C0167,7,2749577.33,392796.7614285714,535236.81,1320.3814285714286,2025-11-01,6,1,150,1,0,2,First-Time Buyers
C0168,Individual,Pamela,Sanders,1960-06-06,F,USA,Nevada,Personal Use,3,No,Agency,66.0,60+,C0168,4,1491785.87,372946.4675,475258.58,1329.6025,2025-11-01,4,0,150,1,3,0,Luxury Investors
C0169,Individual,Terry,Turner,,M,USA,Ohio,Investment,5,Yes,Agency,56.0,46-60,C0169,3,688864.2,229621.4,311647.12,845.8633333333333,2025-10-01,1,2,181,1,1,3,Global Investors
C0170,Individual,Jacob,Jones,,M,USA,California,Personal Use,5,No,Website,56.0,46-60,C0170,3,1161316.17,387105.38999999996,525251.32,1339.7466666666667,2025-08-01,3,0,242,1,3,0,Luxury Investors
C0171,Individual,Julie,Sanders,1991-05-05,F,USA,Washington,Investment,5,Yes,Client,35.0,31-45,C0171,4,1278753.71,319688.4275,373786.79,1070.72,2025-07-01,4,0,273,1,1,0,Global Investors
C0172,Individual,Catherine,Carter,,F,USA,Washington,Personal Use,1,Yes,Agency,56.0,46-60,C0172,4,1681471.9100000001,420367.97750000004,484259.13,1572.79,2025-04-01,3,1,364,1,3,1,Luxury Investors
C0173,Individual,Amber,Wilson,,F,USA,Arizona,Personal Use,5,Yes,Agency,56.0,46-60,C0173,8,2619968.43,327496.05375,521184.68,1074.5925,2025-05-01,8,0,334,1,0,2,First-Time Buyers
C0174,Individual,Rachel,Harris,1982-07-06,F,USA,California,Investment,3,No,Client,44.0,31-45,C0174,3,865359.73,288453.24333333335,386354.65,869.7866666666667,2024-03-01,3,0,760,1,2,3,Corporate Buyers
C0175,Individual,Brandon,Alexander,1962-04-05,M,USA,Washington,Personal Use,5,No,Agency,64.0,60+,C0175,4,1606138.1199999999,401534.52999999997,634424.32,1313.38,2025-08-01,2,2,242,1,3,0,Luxury Investors
C0176,Individual,Hannah,Williams,,F,USA,California,Personal Use,2,No,Website,56.0,46-60,C0176,6,2681927.91,446987.98500000004,526217.19,1514.8,2025-10-01,6,0,181,1,0,2,First-Time Buyers
C0177,Individual,Sarah,Hansen,1951-03-05,F,UK,England,Personal Use,5,Yes,Website,75.0,60+,C0177,7,2269897.21,324271.02999999997,524447.11,1160.9514285714286,2025-11-01,6,1,150,1,0,2,First-Time Buyers
C0178,Individual,Laura,Chavez,,F,USA,Virginia,Personal Use,4,No,Agency,56.0,46-60,C0178,7,2665917.96,380845.42285714287,548503.64,1284.9985714285715,2025-08-01,5,2,242,1,0,2,First-Time Buyers
C0179,Individual,Ashley,Turner,1986-02-11,F,USA,Oregon,Investment,2,No,Website,40.0,31-45,C0179,8,2131372.11,266421.51375,358234.23,947.5450000000001,2025-12-01,5,3,120,1,0,2,First-Time Buyers
C0180,Individual,Jacob,Wilson,,M,USA,California,Personal Use,2,Yes,Agency,56.0,46-60,C0180,7,2660292.37,380041.76714285713,542668.47,1249.51,2025-08-01,6,1,242,1,0,2,First-Time Buyers
C0181,Individual,Lawrence,Peterson,,M,USA,Texas,Personal Use,2,Yes,Website,56.0,46-60,C0181,7,2047189.62,292455.66000000003,350173.43,974.1771428571428,2025-06-01,6,1,303,1,0,2,First-Time Buyers
C0182,Individual,Virginia,Bennett,1971-12-02,F,Germany,North Rhine-Westphalia,Investment,1,Yes,Website,55.0,46-60,C0182,8,3082362.35,385295.29375,642233.35,1246.94625,2025-12-01,8,0,120,1,0,2,First-Time Buyers
C0183,Individual,Nicholas,Green,,M,USA,Nevada,Personal Use,3,No,Website,56.0,46-60,C0183,7,1883106.92,269015.27428571426,330298.49,907.1042857142857,2025-10-01,7,0,181,1,0,2,First-Time Buyers
C0184,Individual,Peter,Pierce,,M,USA,Florida,Personal Use,1,No,Website,56.0,46-60,C0184,6,2618938.16,436489.69333333336,575737.82,1481.7150000000001,2025-11-01,6,0,150,1,0,2,First-Time Buyers
C0185,Individual,Andrea,Nelson,1945-07-02,F,USA,Nevada,Personal Use,4,Yes,Agency,81.0,60+,C0185,7,2491911.81,355987.40142857144,559547.45,1137.2942857142857,2025-08-01,7,0,242,1,0,2,First-Time Buyers
C0186,Individual,Carol,Green,1982-04-02,F,USA,Virginia,Personal Use,1,No,Website,44.0,31-45,C0186,8,2674286.63,334285.82875,535134.61,1100.27125,2025-09-01,8,0,211,1,0,2,First-Time Buyers
C0187,Individual,Cheryl,Kim,,F,USA,Florida,Personal Use,1,No,Website,56.0,46-60,C0187,6,2066651.1400000001,344441.8566666667,535002.72,1135.37,2025-12-01,4,2,120,1,0,2,First-Time Buyers
C0188,Individual,Jose,Martin,1940-10-08,M,USA,Oregon,Personal Use,5,Yes,Website,86.0,60+,C0188,7,2891447.6,413063.9428571429,615305.89,1263.962857142857,2025-12-01,5,2,120,1,0,2,First-Time Buyers
C0189,Individual,Anna,Adams,1958-12-11,F,USA,California,Personal Use,2,No,Agency,68.0,60+,C0189,7,2209659.42,315665.6314285714,631227.87,1024.6857142857143,2025-03-01,6,1,395,1,0,2,First-Time Buyers
C0190,Individual,Karen,Johnson,,F,USA,California,Personal Use,2,No,Website,56.0,46-60,C0190,7,2276701.17,325243.02428571426,518963.51,1049.1542857142856,2025-08-01,6,1,242,1,0,2,First-Time Buyers
C0191,Individual,Sarah,Turner,1977-05-06,F,USA,Florida,Personal Use,3,No,Agency,49.0,46-60,C0191,8,2172926.7600000002,271615.84500000003,374700.13,913.8512499999999,2025-08-01,5,3,242,1,0,2,First-Time Buyers
C0192,Individual,Margaret,Moore,1984-02-04,F,Belgium,Brussels,Investment,2,Yes,Website,42.0,31-45,C0192,7,2900509.0999999996,414358.4428571428,609045.19,1304.7214285714288,2025-12-01,5,2,120,1,0,2,First-Time Buyers
C0193,Individual,Sharon,Campbell,1968-08-09,F,USA,California,Investment,4,Yes,Website,58.0,46-60,C0193,7,1933778.2399999998,276254.03428571427,525419.08,962.7214285714286,2025-10-01,4,3,181,1,0,2,First-Time Buyers
C0194,Individual,Jonathan,Hall,,M,France,Ile-de-France,Personal Use,5,Yes,Website,56.0,46-60,C0194,7,2759372.27,394196.03857142857,610038.08,1237.292857142857,2025-10-01,5,2,181,1,0,2,First-Time Buyers
C0195,Individual,Sean,Jones,,M,USA,California,Personal Use,2,Yes,Website,56.0,46-60,C0195,7,2102233.85,300319.12142857147,486957.94,1029.2714285714285,2025-12-01,5,2,120,1,0,2,First-Time Buyers
C0196,Individual,Alexander,Adams,,M,USA,Nevada,Investment,5,No,Agency,56.0,46-60,C0196,6,2611736.44,435289.4066666667,605691.78,1411.9466666666667,2025-09-01,6,0,211,1,0,2,First-Time Buyers
C0197,Individual,Kevin,Wright,1944-07-01,M,USA,Virginia,Personal Use,4,No,Client,82.0,60+,C0197,8,2775768.6,346971.075,590525.42,1082.87,2025-11-01,8,0,150,1,0,2,First-Time Buyers
C0198,Individual,Michelle,White,,F,USA,California,Personal Use,4,No,Website,56.0,46-60,C0198,8,2399689.67,299961.20875,510536.52,997.5475,2025-10-01,8,0,181,1,0,2,First-Time Buyers
C0199,Individual,Ryan,Brown,,M,USA,California,Personal Use,3,No,Agency,56.0,46-60,C0199,7,2582959.87,368994.26714285713,596863.29,1162.7385714285715,2025-12-01,6,1,120,1,0,2,First-Time Buyers
C0200,Individual,Linda,Harris,1944-05-06,F,USA,California,Personal Use,1,No,Agency,82.0,60+,C0200,4,1071359.3900000001,267839.84750000003,410486.46,920.7075,2024-11-01,4,0,515,1,2,0,Corporate Buyers
C0201,Individual,Lauren,Weaver,,F,USA,California,Personal Use,1,No,Agency,56.0,46-60,C0201,4,1298787.54,324696.885,402705.53,1147.435,2025-02-01,3,1,423,1,2,0,Corporate Buyers
C0202,Individual,Jack,Reyes,1996-11-11,M,Canada,British Columbia,Personal Use,1,No,Website,30.0,18-30,C0202,3,1019272.5900000001,339757.53,446358.88,1049.3799999999999,2025-06-01,2,1,303,1,1,0,Global Investors
C0203,Individual,Christine,Brooks,,F,USA,California,Personal Use,4,No,Client,56.0,46-60,C0203,4,1242478.83,310619.7075,596471.37,916.0375,2025-02-01,4,0,423,1,2,0,Corporate Buyers
C0204,Individual,Joyce,Pierce,1947-01-10,F,USA,California,Personal Use,5,No,Agency,79.0,60+,C0204,3,934432.98,311477.66,354252.16,1042.7266666666667,2025-06-01,2,1,303,1,1,0,Global Investors
C0205,Individual,Kelly,Nelson,,F,Mexico,Puebla,Personal Use,1,Yes,Agency,56.0,46-60,C0205,3,949224.48,316408.16,390197.22,1072.7266666666667,2025-12-01,2,1,120,1,1,0,Global Investors
C0206,Individual,Nancy,Roberts,1957-05-08,F,USA,California,Personal Use,1,Yes,Agency,69.0,60+,C0206,3,853060.9299999999,284353.6433333333,378709.68,851.4266666666667,2025-06-01,3,0,303,1,1,3,Global Investors
C0207,Individual,Kyle,Gray,,M,USA,Virginia,Investment,4,No,Website,56.0,46-60,C0207,3,889948.76,296649.58666666667,533390.74,1104.51,2024-10-01,3,0,546,1,2,3,Corporate Buyers
C0208,Individual,Mark,James,,M,France,Provence,Personal Use,4,Yes,Agency,56.0,46-60,C0208,4,1199654.38,299913.595,528026.75,997.4100000000001,2025-02-01,3,1,423,1,2,3,Corporate Buyers
C0209,Individual,Kyle,Moore,,M,USA,Arizona,Investment,3,No,Agency,56.0,46-60,C0209,4,979868.13,244967.0325,277921.61,794.1275,2025-11-01,3,1,150,1,1,3,Global Investors
C0210,Individual,Janice,Price,,F,USA,Colorado,Personal Use,2,No,Website,56.0,46-60,C0210,4,1346156.55,336539.1375,567823.18,1135.53,2025-10-01,4,0,181,1,1,0,Global Investors
C0211,Individual,Amy,Evans,,F,USA,California,Personal Use,3,No,Agency,56.0,46-60,C0211,4,1254240.07,313560.0175,514096.93,1053.27,2025-10-01,3,1,181,1,1,0,Global Investors
C0212,Individual,Jacob,Wood,,M,USA,California,Personal Use,4,No,Agency,56.0,46-60,C0212,3,1068278.76,356092.92,408993.51,1224.68,2025-02-01,3,0,423,1,2,1,Corporate Buyers
C0213,Individual,Jason,Gray,,M,USA,Florida,Investment,5,No,Agency,56.0,46-60,C0213,3,809691.13,269897.04333333333,361389.54,897.3100000000001,2025-08-01,2,1,242,1,1,3,Global Investors
C0214,Individual,Helen,Wood,,F,Belgium,Brussels,Investment,5,No,Website,56.0,46-60,C0214,3,1070534.6400000001,356844.88000000006,481085.34,1179.5233333333333,2025-10-01,3,0,181,1,1,3,Global Investors
C0215,Individual,Lauren,Foster,1999-07-11,F,Germany,Hamburg,Investment,4,No,Website,27.0,18-30,C0215,3,1032856.46,344285.48666666663,501616.65,1110.27,2024-06-01,3,0,668,1,2,0,Corporate Buyers
C0216,Individual,Albert,Hansen,,M,USA,Utah,Personal Use,1,No,Website,56.0,46-60,C0216,4,1352642.3399999999,338160.58499999996,392569.11,1063.04,2025-10-01,3,1,181,1,1,0,Global Investors
C0217,Individual,Deborah,Miller,1984-07-11,F,USA,Colorado,Personal Use,3,No,Website,42.0,31-45,C0217,4,1238434.91,309608.7275,512052.93,1019.1225,2025-10-01,4,0,181,1,1,0,Global Investors
C0218,Individual,Shirley,Anderson,,F,USA,California,Personal Use,2,No,Website,56.0,46-60,C0218,3,836639.27,278879.75666666665,371174.41,913.6700000000001,2025-10-01,2,1,181,1,1,3,Global Investors
C0219,Individual,William,Turner,,M,USA,California,Personal Use,4,No,Website,56.0,46-60,C0219,4,1267653.57,316913.3925,639093.49,1035.1925,2025-12-01,3,1,120,1,1,0,Global Investors
C0220,Individual,Walter,Phillips,1951-06-06,M,Canada,Ontario,Investment,1,No,Website,75.0,60+,C0220,3,1060812.68,353604.2266666666,521703.52,1101.55,2025-02-01,3,0,423,1,2,3,Corporate Buyers
C0221,Corporate,Atlas,Co,,F,USA,California,Personal Use,5,No,Website,56.0,46-60,C0221,4,1377133.5999999999,344283.39999999997,538973.07,1186.5225,2025-10-01,4,0,181,1,1,0,Global Investors
C0222,Individual,Christopher,Stone,1956-11-08,M,USA,Utah,Investment,3,No,Agency,70.0,60+,C0222,3,1223560.82,407853.6066666667,421263.63,1517.47,2025-01-01,3,0,454,1,3,1,Luxury Investors
C0223,Individual,Patrick,Hansen,1973-11-12,M,USA,Colorado,Investment,3,Yes,Website,53.0,46-60,C0223,4,969341.87,242335.4675,304478.01,837.5225,2025-07-01,4,0,273,1,1,0,Global Investors
C0224,Individual,Nathan,Richardson,,M,USA,Colorado,Personal Use,5,No,Website,56.0,46-60,C0224,3,1189255.63,396418.5433333333,539103.37,1330.2166666666667,2025-09-01,3,0,211,1,3,0,Luxury Investors
C0225,Individual,Evelyn,Reyes,,F,USA,California,Personal Use,1,Yes,Agency,56.0,46-60,C0225,4,1120626.94,280156.735,405353.74,905.7525,2025-12-01,3,1,120,1,1,0,Global Investors
C0226,Individual,Julia,Jordan,1958-07-11,F,USA,Colorado,Personal Use,2,No,Website,68.0,60+,C0226,3,1571251.03,523750.3433333333,675765.41,1599.3433333333332,2025-05-01,3,0,334,1,3,1,Luxury Investors
C0227,Individual,Rachel,Evans,,F,USA,Arizona,Personal Use,5,Yes,Website,56.0,46-60,C0227,3,942245.37,314081.79,499753.6,1104.51,2025-10-01,3,0,181,1,1,3,Global Investors
C0228,Individual,Hannah,Owens,,F,USA,Oregon,Investment,4,No,Website,56.0,46-60,C0228,3,606605.72,202201.90666666665,306527.75,610.62,2025-05-01,2,1,334,1,1,3,Global Investors
C0229,Individual,Jose,Turner,,M,USA,Colorado,Investment,5,No,Website,56.0,46-60,C0229,3,892220.13,297406.71,355384.51,900.46,2025-09-01,3,0,211,1,1,3,Global Investors
C0230,Corporate,Forsyte,Co,,M,USA,Nevada,Investment,4,Yes,Website,56.0,46-60,C0230,4,1457429.02,364357.255,567272.16,1104.2925,2025-08-01,4,0,242,1,1,0,Global Investors
C0231,Individual,Ronald,Rogers,,M,Denmark,Central Denmark,Investment,2,Yes,Website,56.0,46-60,C0231,3,729893.08,243297.69333333333,367286.05,849.6366666666667,2025-02-01,3,0,423,1,2,3,Corporate Buyers
C0232,Individual,Megan,Kim,1962-05-04,F,USA,California,Personal Use,3,Yes,Website,64.0,60+,C0232,4,1276710.4900000002,319177.62250000006,556388.88,1036.6525,2025-05-01,4,0,334,1,1,0,Global Investors
C0233,Individual,Larry,Garcia,1997-09-10,M,France,Provence,Personal Use,4,Yes,Website,29.0,18-30,C0233,4,1105806.54,276451.635,427127.89,914.3125,2025-03-01,4,0,395,1,1,0,Global Investors
C0234,Individual,Andrea,Hughes,1979-03-02,F,USA,New York,Personal Use,1,Yes,Website,47.0,46-60,C0234,3,839967.04,279989.01333333337,439529.6,973.09,2025-07-01,3,0,273,1,1,0,Global Investors
C0235,Individual,Kenneth,Allen,1949-10-10,M,USA,California,Personal Use,5,No,Website,77.0,60+,C0235,4,1268586.58,317146.645,427566.1,1092.085,2025-12-01,4,0,120,1,1,3,Global Investors
C0236,Individual,Gerald,Howard,1972-08-10,M,Canada,Manitoba,Personal Use,3,No,Agency,54.0,46-60,C0236,3,1321475.69,440491.89666666667,627817.81,1449.5,2024-12-01,1,2,485,1,3,1,Luxury Investors
C0237,Individual,Jason,Nelson,1984-11-03,M,USA,California,Personal Use,5,Yes,Website,42.0,31-45,C0237,3,1392353.31,464117.77,501441.18,1630.1366666666665,2025-09-01,3,0,211,1,3,1,Luxury Investors
C0238,Individual,Amber,Patterson,1982-01-08,F,USA,Virginia,Personal Use,4,Yes,Agency,44.0,31-45,C0238,3,1125732.72,375244.24,472802.29,1125.17,2024-11-01,3,0,515,1,2,3,Corporate Buyers
C0239,Individual,Megan,Baker,,F,USA,Oregon,Personal Use,3,Yes,Website,56.0,46-60,C0239,4,1352763.67,338190.9175,561242.82,1011.5799999999999,2025-08-01,2,2,242,1,1,0,Global Investors
C0240,Individual,Amber,Morales,,F,USA,Colorado,Investment,3,No,Website,56.0,46-60,C0240,3,935028.28,311676.0933333333,414273.14,1022.67,2025-12-01,1,2,120,1,1,3,Global Investors
